id,name,category,subcategory,rarity,professions,region,short_uses,file_name
50206,Cinder Ledger 50206,Map,Cave Map,Uncommon,Alchemy,Glimmerdeep shore,Simple navigation aid that points to micro-locations.,item_50206.png
50207,Market Knot Staff 50207,Gear,Staff,Uncommon,Leatherworking,Frost Caverns,Baseline leveling piece with steady stats and simple flavor.,item_50207.png
50208,Glimmering Ration 50208,Profession Tool,Tailor Kit,Common,Enchanting,Glimmerdeep canals,Starter kit enabling profession actions.,item_50208.png
50209,Warden's Cog 50209,Ingredient,Berry,Common,Smithing,Glimmerdeep canals,Common crafting input used across cooking and alchemy.,item_50209.png
50210,Cinder Knife 50210,Trophy,Horn,Common,Fishing,Emberford markets,Monster proof used for bounties and turn-ins.,item_50210.png
50211,Warden's Cog 50211,Toy,Wooden Doll,Common,Smithing,Frostbriar trails,Harmless fun item with small social value.,item_50211.png
50212,Cinder Tonic 50212,Trophy,Fang,Common,Alchemy,Deepwatch,Monster proof used for bounties and turn-ins.,item_50212.png
50213,Bramble Gizmo 50213,Key,Iron Key,Common,Enchanting,Emberford outskirts,Basic key used for side doors and caches.,item_50213.png
50214,Dusk Ledger 50214,Quest,Quest Item,Uncommon,Enchanting,Frost Caverns,Objective item for contracts and errands.,item_50214.png
50215,Glimmering Knife 50215,Alchemy,Distillate,Common,Jewelry,Frost Caverns,Reliable reagent for low to mid-tier mixtures.,item_50215.png
50216,Cinder Token 50216,Trinket,Sigil,Uncommon,Jewelry,Saltmarrow tidepools,Minor passive charm with low-power utility.,item_50216.png
50217,Stormkissed Brew 50217,Key,Iron Key,Common,Mining,Saltmarrow tidepools,Basic key used for side doors and caches.,item_50217.png
50218,Stormkissed Ink 50218,Document,Field Note,Common,Herbalism,Emberford outskirts,Readable lore drop that hints at routes and secrets.,item_50218.png
50219,Glimmering Skein 50219,Toy,Whistle,Common,Alchemy,Emberford outskirts,Harmless fun item with small social value.,item_50219.png
50220,Pilgrim's Cairn 50220,Trophy,Horn,Common,Engineering,Emberford markets,Monster proof used for bounties and turn-ins.,item_50220.png
50221,Frostbound Ink 50221,Tool,Saw,Uncommon,Herbalism,Frost Caverns,Utility item for travel salvage and exploration.,item_50221.png
50222,Rivercut Charm 50222,Consumable,Powder,Rare,Smithing,Ashen Ridge terraces,Everyday field supply that reduces downtime.,item_50222.png
50223,Rivercut Hook 50223,Profession Tool,Leather Kit,Common,Mining,Ashen Ridge terraces,Starter kit enabling profession actions.,item_50223.png
50224,Frostbound Brew 50224,Quest,Quest Item,Common,Cooking,Bramblefold hedges,Objective item for contracts and errands.,item_50224.png
50225,Market Seal 50225,Key,Copper Key,Common,Herbalism,Bramblefold hedges,Basic key used for side doors and caches.,item_50225.png
50226,Cinder Carving 50226,Document,Prayer Slip,Uncommon,Jewelry,Frost Caverns,Readable lore drop that hints at routes and secrets.,item_50226.png
50227,Market Pike 50227,Alchemy,Distillate,Common,Enchanting,Deepwatch,Reliable reagent for low to mid-tier mixtures.,item_50227.png
50228,Hearthworn Shard 50228,Material,Wood Plank,Common,Enchanting,Glimmerdeep canals,Core trade material used in many early recipes.,item_50228.png
50229,Stormkissed Knife 50229,Material,Glass,Common,None,Glimmerdeep canals,Core trade material used in many early recipes.,item_50229.png
50230,Dusk Pike 50230,Tool,Saw,Rare,Mining,Frostbriar trails,Utility item for travel salvage and exploration.,item_50230.png
50231,Frostbound Shard 50231,Alchemy,Reagent,Common,Smithing,Ashen Ridge terraces,Reliable reagent for low to mid-tier mixtures.,item_50231.png
50232,Rivercut Pouch 50232,Key,Iron Key,Common,Leatherworking,Frost Caverns,Basic key used for side doors and caches.,item_50232.png
50233,Dusk Ink 50233,Curio,Oddity,Common,Fishing,Glimmerdeep canals,Flavor drop that feeds quests vendors and collectors.,item_50233.png
50234,Oathforged Gizmo 50234,Map,Ruin Sketch,Common,Tailoring,Glimmerdeep shore,Simple navigation aid that points to micro-locations.,item_50234.png
50235,Pilgrim's Fillet 50235,Tool,Saw,Uncommon,Jewelry,Saltmarrow tidepools,Utility item for travel salvage and exploration.,item_50235.png
50236,Bramble Brew 50236,Map,Ruin Sketch,Common,Fishing,Frost Caverns,Simple navigation aid that points to micro-locations.,item_50236.png
50237,Saltstained Totem 50237,Alchemy,Distillate,Common,Mining,Glimmerdeep canals,Reliable reagent for low to mid-tier mixtures.,item_50237.png
50238,Pilgrim's Gizmo 50238,Consumable,Scroll,Common,Leatherworking,Glimmerdeep shore,Everyday field supply that reduces downtime.,item_50238.png
50239,Mireborn Cairn 50239,Alchemy,Essence,Common,Tailoring,Saltmarrow tidepools,Reliable reagent for low to mid-tier mixtures.,item_50239.png
50240,Dusk Ration Mace 50240,Gear,Mace,Common,Herbalism,Glimmerdeep canals,Baseline leveling piece with steady stats and simple flavor.,item_50240.png
50241,Cinder Brew 50241,Material,Stone Block,Common,Cooking,Emberford outskirts,Core trade material used in many early recipes.,item_50241.png
50242,Hearthworn Fillet 50242,Alchemy,Catalyst,Common,Mining,Deepwatch,Reliable reagent for low to mid-tier mixtures.,item_50242.png
50243,Lanternlit Stitch 50243,Trinket,Sigil,Uncommon,Smithing,Emberford markets,Minor passive charm with low-power utility.,item_50243.png
50244,Warden's Ledger 50244,Alchemy,Phial,Rare,Jewelry,Ashen Ridge terraces,Reliable reagent for low to mid-tier mixtures.,item_50244.png
50245,Warden's Rivet 50245,Map,Cave Map,Common,None,Frostbriar trails,Simple navigation aid that points to micro-locations.,item_50245.png
50246,Ashen Rivet 50246,Toy,Whistle,Common,Mining,Duskhollow bogs,Harmless fun item with small social value.,item_50246.png
50247,Mireborn Tonic 50247,Profession Tool,Leather Kit,Common,Fishing,Emberford markets,Starter kit enabling profession actions.,item_50247.png
50248,Mireborn Carving 50248,World Object,Marker,Uncommon,Smithing,Ashen Ridge terraces,Placeable/interactive world piece for events.,item_50248.png
50249,Market Hook Axe 50249,Gear,Axe,Uncommon,None,Bramblefold hedges,Baseline leveling piece with steady stats and simple flavor.,item_50249.png
50250,Dusk Spice 50250,Document,Prayer Slip,Common,Smithing,Glimmerdeep canals,Readable lore drop that hints at routes and secrets.,item_50250.png
50251,Cinder Pouch 50251,Consumable,Powder,Common,Cooking,Ashen Ridge terraces,Everyday field supply that reduces downtime.,item_50251.png
50252,Rivercut Brew 50252,Curio,Oddity,Common,Engineering,Saltmarrow tidepools,Flavor drop that feeds quests vendors and collectors.,item_50252.png
50253,Stormkissed Stitch 50253,Alchemy,Reagent,Uncommon,Mining,Emberford markets,Reliable reagent for low to mid-tier mixtures.,item_50253.png
50254,Market Pouch 50254,Ingredient,Meat,Uncommon,Cooking,Glimmerdeep shore,Common crafting input used across cooking and alchemy.,item_50254.png
50255,Stormkissed Hook 50255,Trinket,Sigil,Common,Enchanting,Frostbriar trails,Minor passive charm with low-power utility.,item_50255.png
50256,Market Spice 50256,Ingredient,Spice,Common,Cooking,Saltmarrow strand,Common crafting input used across cooking and alchemy.,item_50256.png
50257,Oathforged Hook 50257,Toy,Dice,Common,Leatherworking,Saltmarrow tidepools,Harmless fun item with small social value.,item_50257.png
50258,Rivercut Knot 50258,Document,Notice,Uncommon,Smithing,Saltmarrow strand,Readable lore drop that hints at routes and secrets.,item_50258.png
50259,Stormkissed Seal 50259,Map,Harbor Chart,Common,Cooking,Bramblefold hedges,Simple navigation aid that points to micro-locations.,item_50259.png
50260,Pilgrim's Charm 50260,Toy,Dice,Common,Mining,Glimmerdeep canals,Harmless fun item with small social value.,item_50260.png
50261,Market Hook 50261,Quest,Quest Item,Common,None,Emberford outskirts,Objective item for contracts and errands.,item_50261.png
50262,Pilgrim's Charm 50262,Curio,Relic,Common,Jewelry,Bramblefold hedges,Flavor drop that feeds quests vendors and collectors.,item_50262.png
50263,Mireborn Ration 50263,Alchemy,Reagent,Common,Enchanting,Glimmerdeep canals,Reliable reagent for low to mid-tier mixtures.,item_50263.png
50264,Mireborn Ink 50264,Ingredient,Sap,Common,Mining,Glimmerdeep canals,Common crafting input used across cooking and alchemy.,item_50264.png
50265,Cinder Rivet 50265,Material,Thread,Common,Cooking,Saltmarrow strand,Core trade material used in many early recipes.,item_50265.png
50266,Rivercut Needle 50266,Document,Letter,Rare,None,Deepwatch,Readable lore drop that hints at routes and secrets.,item_50266.png
50267,Pilgrim's Stitch 50267,Trophy,Fang,Common,Alchemy,Deepwatch,Monster proof used for bounties and turn-ins.,item_50267.png
50268,Pilgrim's Knife 50268,Map,Ruin Sketch,Common,Leatherworking,Emberford outskirts,Simple navigation aid that points to micro-locations.,item_50268.png
50269,Mireborn Totem 50269,Toy,Whistle,Uncommon,Cooking,Bramblefold hedges,Harmless fun item with small social value.,item_50269.png
50270,Rivercut Brew 50270,Material,Dye,Common,Alchemy,Frost Caverns,Core trade material used in many early recipes.,item_50270.png
50271,Dusk Brew 50271,Quest,Quest Item,Common,Tailoring,Frost Caverns,Objective item for contracts and errands.,item_50271.png
50272,Pilgrim's Brew 50272,Trinket,Charm,Common,Jewelry,Glimmerdeep canals,Minor passive charm with low-power utility.,item_50272.png
50273,Market Totem 50273,Alchemy,Phial,Uncommon,Smithing,Glimmerdeep shore,Reliable reagent for low to mid-tier mixtures.,item_50273.png
50274,Glimmering Pike 50274,Trinket,Stone,Common,Fishing,Duskhollow bogs,Minor passive charm with low-power utility.,item_50274.png
50275,Mireborn Pike 50275,Key,Copper Key,Common,Enchanting,Ashen Ridge terraces,Basic key used for side doors and caches.,item_50275.png
50276,Hearthworn Seal 50276,Curio,Charm,Common,None,Emberford outskirts,Flavor drop that feeds quests vendors and collectors.,item_50276.png
50277,Mireborn Compass 50277,Curio,Charm,Common,Engineering,Frostbriar trails,Flavor drop that feeds quests vendors and collectors.,item_50277.png
50278,Lanternlit Pike 50278,Map,Trail Map,Common,Enchanting,Ashen Ridge terraces,Simple navigation aid that points to micro-locations.,item_50278.png
50279,Hearthworn Knife 50279,Map,Trail Map,Common,Leatherworking,Duskhollow bogs,Simple navigation aid that points to micro-locations.,item_50279.png
50280,Frostbound Compass 50280,Key,Copper Key,Uncommon,None,Emberford outskirts,Basic key used for side doors and caches.,item_50280.png
50281,Ashen Needle 50281,Document,Prayer Slip,Common,Jewelry,Saltmarrow strand,Readable lore drop that hints at routes and secrets.,item_50281.png
50282,Stormkissed Ink 50282,Map,Harbor Chart,Common,Enchanting,Saltmarrow strand,Simple navigation aid that points to micro-locations.,item_50282.png
50283,Pilgrim's Stitch 50283,Material,Ore,Common,Fishing,Saltmarrow tidepools,Core trade material used in many early recipes.,item_50283.png
50284,Mireborn Ration 50284,Key,Iron Key,Common,Engineering,Glimmerdeep canals,Basic key used for side doors and caches.,item_50284.png
50285,Dusk Ink 50285,Alchemy,Distillate,Common,Smithing,Glimmerdeep canals,Reliable reagent for low to mid-tier mixtures.,item_50285.png
50286,Frostbound Seal 50286,Consumable,Scroll,Common,Leatherworking,Emberford outskirts,Everyday field supply that reduces downtime.,item_50286.png
50287,Cinder Stitch 50287,Trophy,Horn,Common,Leatherworking,Glimmerdeep canals,Monster proof used for bounties and turn-ins.,item_50287.png
50288,Stormkissed Needle 50288,Curio,Figurine,Rare,Mining,Saltmarrow tidepools,Flavor drop that feeds quests vendors and collectors.,item_50288.png
50289,Dusk Stitch Gloves 50289,Gear,Cloth Gloves,Rare,Herbalism,Saltmarrow tidepools,Baseline leveling piece with steady stats and simple flavor.,item_50289.png
50290,Oathforged Seal 50290,Quest,Quest Item,Common,Mining,Duskhollow bogs,Objective item for contracts and errands.,item_50290.png
50291,Mireborn Fillet Boots 50291,Gear,Leather Boots,Common,Alchemy,Deepwatch,Baseline leveling piece with steady stats and simple flavor.,item_50291.png
50292,Bramble Hook 50292,Trophy,Scale,Common,None,Duskhollow bogs,Monster proof used for bounties and turn-ins.,item_50292.png
50293,Lanternlit Pouch 50293,Map,Trail Map,Common,Mining,Ashen Ridge terraces,Simple navigation aid that points to micro-locations.,item_50293.png
50294,Cinder Knot 50294,Consumable,Bandage,Rare,Fishing,Glimmerdeep canals,Everyday field supply that reduces downtime.,item_50294.png
50295,Frostbound Charm 50295,Quest,Quest Item,Common,Herbalism,Saltmarrow strand,Objective item for contracts and errands.,item_50295.png
50296,Pilgrim's Pike 50296,Ingredient,Fish,Uncommon,Mining,Ashen Ridge terraces,Common crafting input used across cooking and alchemy.,item_50296.png
50297,Market Skein 50297,Alchemy,Distillate,Rare,Cooking,Frost Caverns,Reliable reagent for low to mid-tier mixtures.,item_50297.png
50298,Oathforged Totem 50298,Map,Harbor Chart,Common,Herbalism,Ashen Ridge terraces,Simple navigation aid that points to micro-locations.,item_50298.png
50299,Saltstained Talisman 50299,Map,Ruin Sketch,Uncommon,Cooking,Glimmerdeep canals,Simple navigation aid that points to micro-locations.,item_50299.png
50300,Dusk Spice 50300,Map,Trail Map,Common,Alchemy,Bramblefold hedges,Simple navigation aid that points to micro-locations.,item_50300.png
50301,Market Pike 50301,Ingredient,Sap,Common,Herbalism,Bramblefold hedges,Common crafting input used across cooking and alchemy.,item_50301.png
50302,Bramble Band 50302,Profession Tool,Smith Kit,Common,Engineering,Emberford outskirts,Starter kit enabling profession actions.,item_50302.png
50303,Bramble Talisman 50303,Toy,Wooden Doll,Common,Fishing,Deepwatch,Harmless fun item with small social value.,item_50303.png
50304,Bramble Knot 50304,Trinket,Stone,Uncommon,Engineering,Frost Caverns,Minor passive charm with low-power utility.,item_50304.png
50305,Pilgrim's Cairn 50305,Key,Bone Key,Common,Cooking,Frost Caverns,Basic key used for side doors and caches.,item_50305.png
50306,Lanternlit Skein 50306,Key,Salt Key,Uncommon,Engineering,Bramblefold hedges,Basic key used for side doors and caches.,item_50306.png
50307,Stormkissed Tonic 50307,Trinket,Charm,Rare,Alchemy,Ashen Ridge terraces,Minor passive charm with low-power utility.,item_50307.png
50308,Oathforged Lantern 50308,Map,Harbor Chart,Uncommon,Engineering,Deepwatch,Simple navigation aid that points to micro-locations.,item_50308.png
50309,Stormkissed Ledger 50309,Trinket,Sigil,Common,Engineering,Glimmerdeep shore,Minor passive charm with low-power utility.,item_50309.png
50310,Frostbound Seal 50310,Trophy,Horn,Uncommon,Leatherworking,Glimmerdeep shore,Monster proof used for bounties and turn-ins.,item_50310.png
50311,Oathforged Stitch 50311,Material,Stone Block,Rare,Enchanting,Glimmerdeep shore,Core trade material used in many early recipes.,item_50311.png
50312,Hearthworn Ledger 50312,Tool,Hammer,Rare,Engineering,Glimmerdeep shore,Utility item for travel salvage and exploration.,item_50312.png
50313,Dusk Charm 50313,Profession Tool,Cooking Kit,Common,Herbalism,Frostbriar trails,Starter kit enabling profession actions.,item_50313.png
50314,Hearthworn Band 50314,Consumable,Salve,Common,Mining,Emberford outskirts,Everyday field supply that reduces downtime.,item_50314.png
50315,Bramble Fillet 50315,Curio,Figurine,Uncommon,Mining,Saltmarrow tidepools,Flavor drop that feeds quests vendors and collectors.,item_50315.png
50316,Dusk Knot 50316,Map,Harbor Chart,Common,None,Emberford outskirts,Simple navigation aid that points to micro-locations.,item_50316.png
50317,Market Brew 50317,Ingredient,Fish,Common,Leatherworking,Emberford markets,Common crafting input used across cooking and alchemy.,item_50317.png
50318,Ashen Seal 50318,Trinket,Charm,Rare,Alchemy,Emberford markets,Minor passive charm with low-power utility.,item_50318.png
50319,Oathforged Gizmo 50319,Consumable,Powder,Common,Enchanting,Ashen Ridge terraces,Everyday field supply that reduces downtime.,item_50319.png
